code,year,indicator,subtype,type,value,id
COL,2018,weapons crime,homicide,raw,560.7272727,9
CHP,2018,weapons crime,homicide,raw,286.9090909,9
CHH,2018,weapons crime,homicide,raw,1556.727273,9
DIF,2018,weapons crime,homicide,raw,1036.363636,9
DUR,2018,weapons crime,homicide,raw,110.1818182,9
GUA,2018,weapons crime,homicide,raw,2726.181818,9
GRO,2018,weapons crime,homicide,raw,1724.727273,9
HID,2018,weapons crime,homicide,raw,157.0909091,9
JAL,2018,weapons crime,homicide,raw,1512,9
MEX,2018,weapons crime,homicide,raw,1786.909091,9
MIC,2018,weapons crime,homicide,raw,1327.636364,9
MOR,2018,weapons crime,homicide,raw,561.8181818,9
NAY,2018,weapons crime,homicide,raw,291.2727273,9
NLE,2018,weapons crime,homicide,raw,511.6363636,9
OAX,2018,weapons crime,homicide,raw,956.7272727,9
PUE,2018,weapons crime,homicide,raw,872.7272727,9
QUE,2018,weapons crime,homicide,raw,104.7272727,9
ROO,2018,weapons crime,homicide,raw,501.8181818,9
SLP,2018,weapons crime,homicide,raw,390.5454545,9
SIN,2018,weapons crime,homicide,raw,833.4545455,9
SON,2018,weapons crime,homicide,raw,557.4545455,9
TAB,2018,weapons crime,homicide,raw,325.0909091,9
TAM,2018,weapons crime,homicide,raw,735.2727273,9
TLA,2018,weapons crime,homicide,raw,80.72727273,9
VER,2018,weapons crime,homicide,raw,963.2727273,9
YUC,2018,weapons crime,homicide,raw,8.727272727,9
ZAC,2018,weapons crime,homicide,raw,512.7272727,9
AGU,2015,organized crime,total,raw,364.8085106,NA
AGU,2015,violent crime,total,raw,57164.1678,NA
AGU,2015,weapons crime,total,raw,57,NA
BCN,2015,organized crime,total,raw,2780.503145,NA
BCN,2015,violent crime,total,raw,235848.9658,NA
BCN,2015,weapons crime,total,raw,550,NA
BCS,2015,organized crime,total,raw,433.5747126,NA
BCS,2015,violent crime,total,raw,44705.69472,NA
BCS,2015,weapons crime,total,raw,134,NA
CAM,2015,organized crime,total,raw,322.3,NA
CAM,2015,violent crime,total,raw,4749.817204,NA
CAM,2015,weapons crime,total,raw,25,NA
CHH,2015,organized crime,total,raw,456.2658228,NA
CHH,2015,violent crime,total,raw,120877.3099,NA
CHH,2015,weapons crime,total,raw,995,NA
CHP,2015,organized crime,total,raw,2612.8125,NA
CHP,2015,violent crime,total,raw,47921.65103,NA
CHP,2015,weapons crime,total,raw,231,NA
COA,2015,organized crime,total,raw,792,NA
COA,2015,violent crime,total,raw,80381.77019,NA
COA,2015,weapons crime,total,raw,239,NA
COL,2015,organized crime,total,raw,193.4545455,NA
COL,2015,violent crime,total,raw,12609.88522,NA
COL,2015,weapons crime,total,raw,149,NA
DIF,2015,organized crime,total,raw,5353.582897,NA
DIF,2015,violent crime,total,raw,580567.5775,NA
DIF,2015,weapons crime,total,raw,1785,NA
DUR,2015,organized crime,total,raw,921.7460317,NA
DUR,2015,violent crime,total,raw,67944.1968,NA
DUR,2015,weapons crime,total,raw,272,NA
GRO,2015,organized crime,total,raw,4419.053571,NA
GRO,2015,violent crime,total,raw,123663.7503,NA
GRO,2015,weapons crime,total,raw,1702,NA
GUA,2015,organized crime,total,raw,404.1111111,NA
GUA,2015,violent crime,total,raw,243332.9967,NA
GUA,2015,weapons crime,total,raw,1576,NA
HID,2015,organized crime,total,raw,351.8865979,NA
HID,2015,violent crime,total,raw,59741.20042,NA
HID,2015,weapons crime,total,raw,104,NA
JAL,2015,organized crime,total,raw,7563.258824,NA
JAL,2015,violent crime,total,raw,192748.2246,NA
JAL,2015,weapons crime,total,raw,1108,NA
MEX,2015,organized crime,total,raw,6696.393939,NA
MEX,2015,violent crime,total,raw,691608.7264,NA
MEX,2015,weapons crime,total,raw,2153,NA
MIC,2015,organized crime,total,raw,1341.720721,NA
MIC,2015,violent crime,total,raw,92828.48708,NA
MIC,2015,weapons crime,total,raw,803,NA
MOR,2015,organized crime,total,raw,2062.11007,NA
MOR,2015,violent crime,total,raw,134160.7503,NA
MOR,2015,weapons crime,total,raw,207,NA
NAY,2015,organized crime,total,raw,370.2962963,NA
NAY,2015,violent crime,total,raw,9537.243189,NA
NAY,2015,weapons crime,total,raw,69,NA
NLE,2015,organized crime,total,raw,8178.175439,NA
NLE,2015,violent crime,total,raw,171983.7171,NA
NLE,2015,weapons crime,total,raw,487,NA
OAX,2015,organized crime,total,raw,463.4,NA
OAX,2015,violent crime,total,raw,14308.12623,NA
OAX,2015,weapons crime,total,raw,184,NA
PUE,2015,organized crime,total,raw,2851.363636,NA
PUE,2015,violent crime,total,raw,160727.166,NA
PUE,2015,weapons crime,total,raw,639,NA
QUE,2015,organized crime,total,raw,181.4477612,NA
QUE,2015,violent crime,total,raw,80175.52819,NA
QUE,2015,weapons crime,total,raw,61,NA
ROO,2015,organized crime,total,raw,1421.508197,NA
ROO,2015,violent crime,total,raw,82052.49353,NA
ROO,2015,weapons crime,total,raw,75,NA
SIN,2015,organized crime,total,raw,2578.90625,NA
SIN,2015,violent crime,total,raw,76329.44299,NA
SIN,2015,weapons crime,total,raw,1220,NA
SLP,2015,organized crime,total,raw,2338.219858,NA
SLP,2015,violent crime,total,raw,54678.37597,NA
SLP,2015,weapons crime,total,raw,163,NA
SON,2015,organized crime,total,raw,1239.419355,NA
SON,2015,violent crime,total,raw,52463.63142,NA
SON,2015,weapons crime,total,raw,341,NA
TAB,2015,organized crime,total,raw,3524.263158,NA
TAB,2015,violent crime,total,raw,116906.0901,NA
TAB,2015,weapons crime,total,raw,45,NA
TAM,2015,organized crime,total,raw,5963.92623,NA
TAM,2015,violent crime,total,raw,148565.7472,NA
TAM,2015,weapons crime,total,raw,455,NA
TLA,2015,organized crime,total,raw,108.6666667,NA
TLA,2015,violent crime,total,raw,20949.34518,NA
TLA,2015,weapons crime,total,raw,43,NA
VER,2015,organized crime,total,raw,1842.312,NA
VER,2015,violent crime,total,raw,99249.12981,NA
VER,2015,weapons crime,total,raw,460,NA
YUC,2015,organized crime,total,raw,586.3076923,NA
YUC,2015,violent crime,total,raw,30766.30526,NA
YUC,2015,weapons crime,total,raw,59,NA
ZAC,2015,organized crime,total,raw,1408.375,NA
ZAC,2015,violent crime,total,raw,46202.42903,NA
ZAC,2015,weapons crime,total,raw,307,NA
AGU,2016,organized crime,total,raw,451.6808511,NA
AGU,2016,violent crime,total,raw,58221.32559,NA
AGU,2016,weapons crime,total,raw,63,NA
BCN,2016,organized crime,total,raw,2064.408805,NA
BCN,2016,violent crime,total,raw,226510.9747,NA
BCN,2016,weapons crime,total,raw,788,NA
BCS,2016,organized crime,total,raw,947.1609195,NA
BCS,2016,violent crime,total,raw,56612.72826,NA
BCS,2016,weapons crime,total,raw,269,NA
CAM,2016,organized crime,total,raw,169.35,NA
CAM,2016,violent crime,total,raw,6172.035291,NA
CAM,2016,weapons crime,total,raw,40,NA
CHH,2016,organized crime,total,raw,652.2405063,NA
CHH,2016,violent crime,total,raw,108574.3409,NA
CHH,2016,weapons crime,total,raw,1317,NA
CHP,2016,organized crime,total,raw,1939.1875,NA
CHP,2016,violent crime,total,raw,55654.14097,NA
CHP,2016,weapons crime,total,raw,318,NA
COA,2016,organized crime,total,raw,702,NA
COA,2016,violent crime,total,raw,82888.64182,NA
COA,2016,weapons crime,total,raw,161,NA
COL,2016,organized crime,total,raw,499.8766234,NA
COL,2016,violent crime,total,raw,25383.10493,NA
COL,2016,weapons crime,total,raw,448,NA
DIF,2016,organized crime,total,raw,4981.136126,NA
DIF,2016,violent crime,total,raw,612467.7583,NA
DIF,2016,weapons crime,total,raw,1968,NA
DUR,2016,organized crime,total,raw,779.5238095,NA
DUR,2016,violent crime,total,raw,73328.10707,NA
DUR,2016,weapons crime,total,raw,213,NA
GRO,2016,organized crime,total,raw,5714.633929,NA
GRO,2016,violent crime,total,raw,118408.1322,NA
GRO,2016,weapons crime,total,raw,1959,NA
GUA,2016,organized crime,total,raw,235.4444444,NA
GUA,2016,violent crime,total,raw,261199.8544,NA
GUA,2016,weapons crime,total,raw,1656,NA
HID,2016,organized crime,total,raw,580.5670103,NA
HID,2016,violent crime,total,raw,71176.31644,NA
HID,2016,weapons crime,total,raw,142,NA
JAL,2016,organized crime,total,raw,5994.382353,NA
JAL,2016,violent crime,total,raw,220791.2269,NA
JAL,2016,weapons crime,total,raw,1279,NA
MEX,2016,organized crime,total,raw,9926.090909,NA
MEX,2016,violent crime,total,raw,724332.422,NA
MEX,2016,weapons crime,total,raw,2199,NA
MIC,2016,organized crime,total,raw,764.4144144,NA
MIC,2016,violent crime,total,raw,93860.93291,NA
MIC,2016,weapons crime,total,raw,1484,NA
MOR,2016,organized crime,total,raw,887.4028103,NA
MOR,2016,violent crime,total,raw,133301.6301,NA
MOR,2016,weapons crime,total,raw,427,NA
NAY,2016,organized crime,total,raw,168.4814815,NA
NAY,2016,violent crime,total,raw,5925.71545,NA
NAY,2016,weapons crime,total,raw,32,NA
NLE,2016,organized crime,total,raw,9957.894737,NA
NLE,2016,violent crime,total,raw,197463.6428,NA
NLE,2016,weapons crime,total,raw,717,NA
OAX,2016,organized crime,total,raw,540.7,NA
OAX,2016,violent crime,total,raw,81044.10811,NA
OAX,2016,weapons crime,total,raw,900,NA
PUE,2016,organized crime,total,raw,1311.586777,NA
PUE,2016,violent crime,total,raw,142998.8643,NA
PUE,2016,weapons crime,total,raw,678,NA
QUE,2016,organized crime,total,raw,272.4925373,NA
QUE,2016,violent crime,total,raw,99004.21937,NA
QUE,2016,weapons crime,total,raw,56,NA
ROO,2016,organized crime,total,raw,725.3606557,NA
ROO,2016,violent crime,total,raw,44971.94417,NA
ROO,2016,weapons crime,total,raw,122,NA
SIN,2016,organized crime,total,raw,1966.916667,NA
SIN,2016,violent crime,total,raw,63518.93453,NA
SIN,2016,weapons crime,total,raw,1206,NA
SLP,2016,organized crime,total,raw,3188.382979,NA
SLP,2016,violent crime,total,raw,73013.27132,NA
SLP,2016,weapons crime,total,raw,315,NA
SON,2016,organized crime,total,raw,1979.516129,NA
SON,2016,violent crime,total,raw,79614.40346,NA
SON,2016,weapons crime,total,raw,468,NA
TAB,2016,organized crime,total,raw,3410.421053,NA
TAB,2016,violent crime,total,raw,143922.4874,NA
TAB,2016,weapons crime,total,raw,101,NA
TAM,2016,organized crime,total,raw,3596.729508,NA
TAM,2016,violent crime,total,raw,142360.544,NA
TAM,2016,weapons crime,total,raw,597,NA
TLA,2016,organized crime,total,raw,24,NA
TLA,2016,violent crime,total,raw,18683.77362,NA
TLA,2016,weapons crime,total,raw,78,NA
VER,2016,organized crime,total,raw,2444.984,NA
VER,2016,violent crime,total,raw,96741.52148,NA
VER,2016,weapons crime,total,raw,1059,NA
YUC,2016,organized crime,total,raw,502.8461538,NA
YUC,2016,violent crime,total,raw,27172.01524,NA
YUC,2016,weapons crime,total,raw,68,NA
ZAC,2016,organized crime,total,raw,1209.375,NA
ZAC,2016,violent crime,total,raw,45702.96594,NA
ZAC,2016,weapons crime,total,raw,541,NA
AGU,2017,organized crime,total,raw,770.287234,NA
AGU,2017,violent crime,total,raw,80090.57051,NA
AGU,2017,weapons crime,total,raw,121,NA
BCN,2017,organized crime,total,raw,2060.163522,NA
BCN,2017,violent crime,total,raw,232050.3235,NA
BCN,2017,weapons crime,total,raw,1900,NA
BCS,2017,organized crime,total,raw,1558.747126,NA
BCS,2017,violent crime,total,raw,54405.4823,NA
BCS,2017,weapons crime,total,raw,759,NA
CAM,2017,organized crime,total,raw,212.35,NA
CAM,2017,violent crime,total,raw,5377.52633,NA
CAM,2017,weapons crime,total,raw,36,NA
CHH,2017,organized crime,total,raw,687.2531646,NA
CHH,2017,violent crime,total,raw,124912.1687,NA
CHH,2017,weapons crime,total,raw,1723,NA
CHP,2017,organized crime,total,raw,1976.4375,NA
CHP,2017,violent crime,total,raw,60895.06751,NA
CHP,2017,weapons crime,total,raw,368,NA
COA,2017,organized crime,total,raw,565.5,NA
COA,2017,violent crime,total,raw,88028.85921,NA
COA,2017,weapons crime,total,raw,178,NA
COL,2017,organized crime,total,raw,173.7337662,NA
COL,2017,violent crime,total,raw,40824.44926,NA
COL,2017,weapons crime,total,raw,664,NA
DIF,2017,organized crime,total,raw,4158.253054,NA
DIF,2017,violent crime,total,raw,748039.046,NA
DIF,2017,weapons crime,total,raw,2716,NA
DUR,2017,organized crime,total,raw,1141.730159,NA
DUR,2017,violent crime,total,raw,79605.65103,NA
DUR,2017,weapons crime,total,raw,184,NA
GRO,2017,organized crime,total,raw,5065.883929,NA
GRO,2017,violent crime,total,raw,107703.2726,NA
GRO,2017,weapons crime,total,raw,2007,NA
GUA,2017,organized crime,total,raw,281.4444444,NA
GUA,2017,violent crime,total,raw,288229.3841,NA
GUA,2017,weapons crime,total,raw,2306,NA
HID,2017,organized crime,total,raw,912.8762887,NA
HID,2017,violent crime,total,raw,92531.42235,NA
HID,2017,weapons crime,total,raw,272,NA
JAL,2017,organized crime,total,raw,4970.429412,NA
JAL,2017,violent crime,total,raw,263076.5965,NA
JAL,2017,weapons crime,total,raw,1763,NA
MEX,2017,organized crime,total,raw,10191.60606,NA
MEX,2017,violent crime,total,raw,983154.8311,NA
MEX,2017,weapons crime,total,raw,3041,NA
MIC,2017,organized crime,total,raw,762.4414414,NA
MIC,2017,violent crime,total,raw,109447.5084,NA
MIC,2017,weapons crime,total,raw,1911,NA
MOR,2017,organized crime,total,raw,627.6487119,NA
MOR,2017,violent crime,total,raw,125414.6936,NA
MOR,2017,weapons crime,total,raw,381,NA
NAY,2017,organized crime,total,raw,121.2962963,NA
NAY,2017,violent crime,total,raw,4274.555987,NA
NAY,2017,weapons crime,total,raw,265,NA
NLE,2017,organized crime,total,raw,11251.31579,NA
NLE,2017,violent crime,total,raw,184601.4695,NA
NLE,2017,weapons crime,total,raw,828,NA
OAX,2017,organized crime,total,raw,839.5,NA
OAX,2017,violent crime,total,raw,87219.86783,NA
OAX,2017,weapons crime,total,raw,1062,NA
PUE,2017,organized crime,total,raw,1285.239669,NA
PUE,2017,violent crime,total,raw,175128.7151,NA
PUE,2017,weapons crime,total,raw,1034,NA
QUE,2017,organized crime,total,raw,266.0099502,NA
QUE,2017,violent crime,total,raw,119249.4835,NA
QUE,2017,weapons crime,total,raw,199,NA
ROO,2017,organized crime,total,raw,1566.311475,NA
ROO,2017,violent crime,total,raw,68604.02265,NA
ROO,2017,weapons crime,total,raw,399,NA
SIN,2017,organized crime,total,raw,1323.854167,NA
SIN,2017,violent crime,total,raw,69140.94654,NA
SIN,2017,weapons crime,total,raw,1535,NA
SLP,2017,organized crime,total,raw,2388.886525,NA
SLP,2017,violent crime,total,raw,103614.6589,NA
SLP,2017,weapons crime,total,raw,552,NA
SON,2017,organized crime,total,raw,863.2580645,NA
SON,2017,violent crime,total,raw,51343.9384,NA
SON,2017,weapons crime,total,raw,683,NA
TAB,2017,organized crime,total,raw,4334.789474,NA
TAB,2017,violent crime,total,raw,157384.1558,NA
TAB,2017,weapons crime,total,raw,219,NA
TAM,2017,organized crime,total,raw,4684.418033,NA
TAM,2017,violent crime,total,raw,146998.1811,NA
TAM,2017,weapons crime,total,raw,950,NA
TLA,2017,organized crime,total,raw,93.37037037,NA
TLA,2017,violent crime,total,raw,21386.55139,NA
TLA,2017,weapons crime,total,raw,84,NA
VER,2017,organized crime,total,raw,5592.376,NA
VER,2017,violent crime,total,raw,156316.9014,NA
VER,2017,weapons crime,total,raw,1761,NA
YUC,2017,organized crime,total,raw,315.3846154,NA
YUC,2017,violent crime,total,raw,22460.22942,NA
YUC,2017,weapons crime,total,raw,33,NA
ZAC,2017,organized crime,total,raw,2809.9375,NA
ZAC,2017,violent crime,total,raw,49012.91727,NA
ZAC,2017,weapons crime,total,raw,669,NA
AGU,2018,organized crime,total,raw,869.3640232,NA
AGU,2018,violent crime,total,raw,87917.4657,NA
AGU,2018,weapons crime,total,raw,128.7272727,NA
BCN,2018,organized crime,total,raw,1900.739623,NA
BCN,2018,violent crime,total,raw,200446.5167,NA
BCN,2018,weapons crime,total,raw,3219.272727,NA
BCS,2018,organized crime,total,raw,1219.572414,NA
BCS,2018,violent crime,total,raw,53766.70232,NA
BCS,2018,weapons crime,total,raw,170.1818182,NA
CAM,2018,organized crime,total,raw,171.4909091,NA
CAM,2018,violent crime,total,raw,5823.599068,NA
CAM,2018,weapons crime,total,raw,39.27272727,NA
CHH,2018,organized crime,total,raw,508.9712313,NA
CHH,2018,violent crime,total,raw,121432.5881,NA
CHH,2018,weapons crime,total,raw,2058.545455,NA
CHP,2018,organized crime,total,raw,2359.963636,NA
CHP,2018,violent crime,total,raw,70165.82791,NA
CHP,2018,weapons crime,total,raw,460.3636364,NA
COA,2018,organized crime,total,raw,604.8,NA
COA,2018,violent crime,total,raw,87171.21852,NA
COA,2018,weapons crime,total,raw,160.3636364,NA
COL,2018,organized crime,total,raw,484.70366,NA
COL,2018,violent crime,total,raw,40209.09888,NA
COL,2018,weapons crime,total,raw,607.6363636,NA
DIF,2018,organized crime,total,raw,4288.330509,NA
DIF,2018,violent crime,total,raw,852891.6505,NA
DIF,2018,weapons crime,total,raw,2909.454545,NA
DUR,2018,organized crime,total,raw,1086.477922,NA
DUR,2018,violent crime,total,raw,76547.36649,NA
DUR,2018,weapons crime,total,raw,151.6363636,NA
GRO,2018,organized crime,total,raw,6095.16039,NA
GRO,2018,violent crime,total,raw,96498.72188,NA
GRO,2018,weapons crime,total,raw,2150.181818,NA
GUA,2018,organized crime,total,raw,324.0121212,NA
GUA,2018,violent crime,total,raw,309484.562,NA
GUA,2018,weapons crime,total,raw,3750.545455,NA
HID,2018,organized crime,total,raw,1060.901218,NA
HID,2018,violent crime,total,raw,99901.73808,NA
HID,2018,weapons crime,total,raw,354.5454545,NA
JAL,2018,organized crime,total,raw,6655.739037,NA
JAL,2018,violent crime,total,raw,272320.0625,NA
JAL,2018,weapons crime,total,raw,2341.090909,NA
MEX,2018,organized crime,total,raw,12585.08099,NA
MEX,2018,violent crime,total,raw,882228.3874,NA
MEX,2018,weapons crime,total,raw,3266.181818,NA
MIC,2018,organized crime,total,raw,472.2692875,NA
MIC,2018,violent crime,total,raw,114659.8361,NA
MIC,2018,weapons crime,total,raw,2310.545455,NA
MOR,2018,organized crime,total,raw,380.7993187,NA
MOR,2018,violent crime,total,raw,124654.2271,NA
MOR,2018,weapons crime,total,raw,561.8181818,NA
NAY,2018,organized crime,total,raw,403.620202,NA
NAY,2018,violent crime,total,raw,6808.658245,NA
NAY,2018,weapons crime,total,raw,324,NA
NLE,2018,organized crime,total,raw,8944.8,NA
NLE,2018,violent crime,total,raw,176654.6833,NA
NLE,2018,weapons crime,total,raw,978.5454545,NA
OAX,2018,organized crime,total,raw,1395.709091,NA
OAX,2018,violent crime,total,raw,108913.6041,NA
OAX,2018,weapons crime,total,raw,1360.363636,NA
PUE,2018,organized crime,total,raw,1918.601653,NA
PUE,2018,violent crime,total,raw,195513.9935,NA
PUE,2018,weapons crime,total,raw,1274.181818,NA
QUE,2018,organized crime,total,raw,861.1142469,NA
QUE,2018,violent crime,total,raw,128382.277,NA
QUE,2018,weapons crime,total,raw,230.1818182,NA
ROO,2018,organized crime,total,raw,1754.816692,NA
ROO,2018,violent crime,total,raw,87167.97264,NA
ROO,2018,weapons crime,total,raw,759.2727273,NA
SIN,2018,organized crime,total,raw,1532.293182,NA
SIN,2018,violent crime,total,raw,71431.88335,NA
SIN,2018,weapons crime,total,raw,1078.909091,NA
SLP,2018,organized crime,total,raw,1989.006576,NA
SLP,2018,violent crime,total,raw,114892.4905,NA
SLP,2018,weapons crime,total,raw,595.6363636,NA
SON,2018,organized crime,total,raw,522.3554252,NA
SON,2018,violent crime,total,raw,37668.54951,NA
SON,2018,weapons crime,total,raw,703.6363636,NA
TAB,2018,organized crime,total,raw,2422.05933,NA
TAB,2018,violent crime,total,raw,124899.0713,NA
TAB,2018,weapons crime,total,raw,485.4545455,NA
TAM,2018,organized crime,total,raw,3587.502832,NA
TAM,2018,violent crime,total,raw,137432.9859,NA
TAM,2018,weapons crime,total,raw,1030.909091,NA
TLA,2018,organized crime,total,raw,27.5959596,NA
TLA,2018,violent crime,total,raw,19651.90151,NA
TLA,2018,weapons crime,total,raw,94.90909091,NA
VER,2018,organized crime,total,raw,5065.946182,NA
VER,2018,violent crime,total,raw,126583.631,NA
VER,2018,weapons crime,total,raw,1550.181818,NA
YUC,2018,organized crime,total,raw,86.7020979,NA
YUC,2018,violent crime,total,raw,15889.67295,NA
YUC,2018,weapons crime,total,raw,24,NA
ZAC,2018,organized crime,total,raw,3330.818182,NA
ZAC,2018,violent crime,total,raw,54269.51117,NA
ZAC,2018,weapons crime,total,raw,648,NA
AGU,2015,homicide,total,rate,3.078482533,1
BCN,2015,homicide,total,rate,27.07134506,1
BCS,2015,homicide,total,rate,24.58859256,1
CAM,2015,homicide,total,rate,6.43520296,1
COA,2015,homicide,total,rate,11.33123328,1
COL,2015,homicide,total,rate,26.18831198,1
CHP,2015,homicide,total,rate,10.34323137,1
CHH,2015,homicide,total,rate,31.82651865,1
DIF,2015,homicide,total,rate,9.946202196,1
DUR,2015,homicide,total,rate,13.35896608,1
GUA,2015,homicide,total,rate,16.49069288,1
GRO,2015,homicide,total,rate,56.39446714,1
HID,2015,homicide,total,rate,5.449224779,1
JAL,2015,homicide,total,rate,14.35332074,1
MEX,2015,homicide,total,rate,14.35549655,1
MIC,2015,homicide,total,rate,20.73316609,1
MOR,2015,homicide,total,rate,26.417958,1
NAY,2015,homicide,total,rate,7.611992485,1
NLE,2015,homicide,total,rate,8.664037999,1
OAX,2015,homicide,total,rate,5.79713895,1
PUE,2015,homicide,total,rate,9.004727402,1
QUE,2015,homicide,total,rate,7.441209612,1
ROO,2015,homicide,total,rate,15.21438179,1
SLP,2015,homicide,total,rate,9.571324312,1
SIN,2015,homicide,total,rate,32.95985463,1
SON,2015,homicide,total,rate,21.24964555,1
TAB,2015,homicide,total,rate,10.38631743,1
TAM,2015,homicide,total,rate,21.80432819,1
TLA,2015,homicide,total,rate,4.709719162,1
VER,2015,homicide,total,rate,7.462461996,1
YUC,2015,homicide,total,rate,2.4896632,1
ZAC,2015,homicide,total,rate,17.85601682,1
AGU,2016,homicide,total,rate,3.098896866,1
BCN,2016,homicide,total,rate,36.93435997,1
BCS,2016,homicide,total,rate,36.4995692,1
CAM,2016,homicide,total,rate,9.748927618,1
COA,2016,homicide,total,rate,8.116824435,1
COL,2016,homicide,total,rate,82.48680007,1
CHP,2016,homicide,total,rate,9.658980516,1
CHH,2016,homicide,total,rate,40.28041747,1
DIF,2016,homicide,total,rate,11.43142416,1
DUR,2016,homicide,total,rate,13.20781836,1
GUA,2016,homicide,total,rate,18.50775166,1
GRO,2016,homicide,total,rate,62.10194226,1
HID,2016,homicide,total,rate,5.988928649,1
JAL,2016,homicide,total,rate,15.98817272,1
MEX,2016,homicide,total,rate,13.89680693,1
MIC,2016,homicide,total,rate,31.50595251,1
MOR,2016,homicide,total,rate,35.09459426,1
NAY,2016,homicide,total,rate,3.540181471,1
NLE,2016,homicide,total,rate,12.16424833,1
OAX,2016,homicide,total,rate,23.1064225,1
PUE,2016,homicide,total,rate,10.55791156,1
QUE,2016,homicide,total,rate,5.866404003,1
ROO,2016,homicide,total,rate,10.54366996,1
SLP,2016,homicide,total,rate,12.2597617,1
SIN,2016,homicide,total,rate,38.07327581,1
SON,2016,homicide,total,rate,22.58212194,1
TAB,2016,homicide,total,rate,12.69648523,1
TAM,2016,homicide,total,rate,24.18414654,1
TLA,2016,homicide,total,rate,6.3906757,1
VER,2016,homicide,total,rate,18.31277425,1
YUC,2016,homicide,total,rate,2.365620027,1
ZAC,2016,homicide,total,rate,34.82456276,1
AGU,2017,homicide,total,rate,6.032932543,1
BCN,2017,homicide,total,rate,67.05416775,1
BCS,2017,homicide,total,rate,104.4718735,1
CAM,2017,homicide,total,rate,7.470082844,1
COA,2017,homicide,total,rate,8.128627926,1
COL,2017,homicide,total,rate,109.2826005,1
CHP,2017,homicide,total,rate,9.891680622,1
CHH,2017,homicide,total,rate,54.53464224,1
DIF,2017,homicide,total,rate,13.17260108,1
DUR,2017,homicide,total,rate,12.3660754,1
GUA,2017,homicide,total,rate,23.68546104,1
GRO,2017,homicide,total,rate,70.36055426,1
HID,2017,homicide,total,rate,7.927499657,1
JAL,2017,homicide,total,rate,19.3884776,1
MEX,2017,homicide,total,rate,14.39409404,1
MIC,2017,homicide,total,rate,32.00018298,1
MOR,2017,homicide,total,rate,32.96348839,1
NAY,2017,homicide,total,rate,28.69379987,1
NLE,2017,homicide,total,rate,12.20409261,1
OAX,2017,homicide,total,rate,25.1207663,1
PUE,2017,homicide,total,rate,16.43436366,1
QUE,2017,homicide,total,rate,8.997447786,1
ROO,2017,homicide,total,rate,22.61172247,1
SLP,2017,homicide,total,rate,18.68964209,1
SIN,2017,homicide,total,rate,50.59416461,1
SON,2017,homicide,total,rate,25.6262218,1
TAB,2017,homicide,total,rate,17.29038028,1
TAM,2017,homicide,total,rate,29.6971175,1
TLA,2017,homicide,total,rate,9.313700453,1
VER,2017,homicide,total,rate,25.16422702,1
YUC,2017,homicide,total,rate,2.153735471,1
ZAC,2017,homicide,total,rate,42.21405348,1
AGU,2018,homicide,total,rate,6.018080032,1
BCN,2018,homicide,total,rate,89.44158185,1
BCS,2018,homicide,total,rate,25.60042545,1
CAM,2018,homicide,total,rate,7.894359189,1
COA,2018,homicide,total,rate,8.011102459,1
COL,2018,homicide,total,rate,95.41273961,1
CHP,2018,homicide,total,rate,11.33285946,1
CHH,2018,homicide,total,rate,60.83717097,1
DIF,2018,homicide,total,rate,15.10627709,1
DUR,2018,homicide,total,rate,9.979674334,1
GUA,2018,homicide,total,rate,53.64303706,1
GRO,2018,homicide,total,rate,69.5768682,1
HID,2018,homicide,total,rate,8.36026644,1
JAL,2018,homicide,total,rate,29.18274381,1
MEX,2018,homicide,total,rate,15.95110834,1
MIC,2018,homicide,total,rate,34.5790254,1
MOR,2018,homicide,total,rate,39.58956815,1
NAY,2018,homicide,total,rate,33.79792658,1
NLE,2018,homicide,total,rate,14.51919467,1
OAX,2018,homicide,total,rate,29.87553326,1
PUE,2018,homicide,total,rate,20.23937892,1
QUE,2018,homicide,total,rate,8.785093533,1
ROO,2018,homicide,total,rate,46.68020474,1
SLP,2018,homicide,total,rate,20.07933461,1
SIN,2018,homicide,total,rate,36.5087578,1
SON,2018,homicide,total,rate,29.3805744,1
TAB,2018,homicide,total,rate,22.33047323,1
TAM,2018,homicide,total,rate,31.02137654,1
TLA,2018,homicide,total,rate,10.44023532,1
VER,2018,homicide,total,rate,20.33289007,1
YUC,2018,homicide,total,rate,2.519493552,1
ZAC,2018,homicide,total,rate,42.37731888,1
AGU,2015,organized crime,extortion,rate,16.20396904,2
BCN,2015,organized crime,extortion,rate,46.23580674,2
BCS,2015,organized crime,extortion,rate,42.17217469,2
CAM,2015,organized crime,extortion,rate,30.40906077,2
COA,2015,organized crime,extortion,rate,12.89760964,2
COL,2015,organized crime,extortion,rate,13.36498269,2
CHP,2015,organized crime,extortion,rate,45.04321832,2
CHH,2015,organized crime,extortion,rate,3.519051332,2
DIF,2015,organized crime,extortion,rate,52.1476426,2
DUR,2015,organized crime,extortion,rate,43.31818934,2
GUA,2015,organized crime,extortion,rate,1.227153355,2
GRO,2015,organized crime,extortion,rate,106.6832616,2
HID,2015,organized crime,extortion,rate,9.273566533,2
JAL,2015,organized crime,extortion,rate,83.34794815,2
MEX,2015,organized crime,extortion,rate,34.99163795,2
MIC,2015,organized crime,extortion,rate,11.43347031,2
MOR,2015,organized crime,extortion,rate,100.1793424,2
NAY,2015,organized crime,extortion,rate,1.11221217,2
NLE,2015,organized crime,extortion,rate,151.9730302,2
